"id_obs","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date"
2840032,FALSE,"es",1185393164598829056,"retweeted","Por que chucha no muestran las weas como son? Pacos culias abusando de su poder un presidente pasando el país por las weas, dejar a las manifestantes de la peor manera, piden que dejen de ocupar la violencia,pero ellos son los primeros que la ocuparon.#EvasionMasivaTodoElDia",1165024647550836736,0,0,1,0,0,1185393164598829056,"2019-10-19T03:12:08.000Z",NA,"No Error",0.687436,0.35368225,0.6798578,0.021645326,"Chile",NA,NA,2019-10-19
1453816,FALSE,"es",1188163395478020096,"retweeted","@bianchileiton No, definitivamente. Pero muchos son unos conchasdesumadre sin respeto, indolentes y encubridores. Ergo, cómplices de toda la muerte que #PiñeraAsesino #PiñeraDictador ha provocado. #EstoNoHaTerminado #ESTONOSEACABA #RenunciaPiñera",145427735,1,0,0,0,0,1188262264153018368,"2019-10-27T01:12:55.000Z",61483126,"No Error",0.6667219,0.45895407,0.72756535,0.08703069,"Chile",NA,NA,2019-10-27
496610,FALSE,"es",1186365769862598656,"retweeted","Increíble que lleguen los milicos culiaos y hayan saqueadoun tienda de zapatillas sospechosa la wea #21oct #ChileDesperto",34835084,0,0,0,0,0,1186365769862598656,"2019-10-21T19:36:55.000Z",NA,"No Error",0.681338,0.17009245,0.68668073,0.010110466,"Chile",NA,NA,2019-10-21
2738422,FALSE,"es",1185339994145210368,"retweeted","Yo y mi nódulos que tengo en mi rodilla caminamos de Manuel Montt hasta ""Renca"" a pesar de haber trabajado todo el día y de que me voy quejar por el dolor en mi rodilla, vale la pena con tal de no pagarle a estos simios culiaos #EvasionMasivaTodoElDia",1136838872174694400,0,0,3,0,0,1185339994145210368,"2019-10-18T23:40:51.000Z",NA,"No Error",0.7105462,0.45895407,0.7218519,0.26455072,"Chile",NA,NA,2019-10-18
2801098,FALSE,"es",1185374363626938368,"retweeted","#EvasionMasivaTodoElDia noticiarios @CNNChile @meganoticiascl @T13 @CHVNoticias hablen sobre el estudiante asesinado por parte de carabineros!!! Medios de comunicación culiaos!!! Enel de mierda importa nada!!!!",62990535,2,1,4,0,0,1185374363626938368,"2019-10-19T01:57:26.000Z",NA,"No Error",0.76197964,0.45895407,0.7492263,0.028379176,"Chile",NA,NA,2019-10-19
1552402,FALSE,"es",1188470245796782080,"retweeted","@ZurditaFilosofa Nica,ese ctm padece una enfermedad psiquiátrica no acepta ideas,propuestas distintas a su pensamiento ideológico,(no reconoce la pluralidad del pensamiento), detesta a la personas, realmente esta piteado,es un oportunista,mentiroso,mafioso,etc.#EstoNoHaTerminado #PineraDictador",239612188,1,0,1,0,0,1188480761529339904,"2019-10-27T15:41:09.000Z",329041224,"No Error",0.718943,0.4195425,0.7762574,0.024235269,"Chile",NA,NA,2019-10-27
432988,FALSE,"es",1186098193056096256,"retweeted","CHILE NO TE QUIERE RENUNCIA PIRAÑA CULIAAAAA !!! #RenunciaPiñera #ChileSeCanso #ChileResiste #ChileProtesta #ChileDesperto",748759203368488960,0,0,1,0,0,1186098193056096256,"2019-10-21T01:53:40.000Z",NA,"No Error",0.687436,0.44787344,0.71027446,0.027688526,"Chile",NA,NA,2019-10-21
3292074,FALSE,"es",1187784118349774848,"retweeted","Los weones del congreso estaban cagados de miedo. Miedo que la gente les de sus buenas patas en la raja, porque tienen clarito toda la mierda que nos han hecho!! CHILE DESPERTO Y USTEDES SERAN LOS PRIMEROS EN CAER. #LaMarchaMasGrande #LaMarchaMasGrandeDeChile",1186126358910590976,1,0,1,0,0,1187784118349774848,"2019-10-25T17:32:56.000Z",NA,"No Error",0.6989911,0.45895407,0.6798578,0.49142194,"Chile",NA,NA,2019-10-25
2830259,FALSE,"es",1185388183250526208,"retweeted","Está la cagá en Chile.. El gobierno nos tiene como el pico! Esta bomba estalló de cansancio! Y ustedes @CHVNoticitas_cl van a estar una hora mostrando como se roban esas valiosas bebidas en un telepizza??? Aburranse amarillistas de mierda! #EvasionMasivaTodoElDia",1129257983018508288,5,1,20,0,0,1185388183250526208,"2019-10-19T02:52:20.000Z",NA,"No Error",0.72028047,0.457266,0.7218519,0.03235042,"Chile",NA,NA,2019-10-19
3426697,FALSE,"es",1187867286788608000,"retweeted","Siempre la.  Cagan que gente de mierda!!! #LaMarchaMasGrandeDeChile",905191702956298240,0,0,1,0,0,1187867286788608000,"2019-10-25T23:03:25.000Z",NA,"No Error",0.7105462,0.3361876,0.6991143,0.009178371,"Chile",NA,NA,2019-10-25
166144,FALSE,"es",1185671451212505088,"retweeted","No debe haber dialogo con milicos culiaos en la calle!! #ChileDesperto #EstadoDeExcepcion #ToqueDeQuedaYa",21957540,0,0,2,0,0,1185671451212505088,"2019-10-19T21:37:57.000Z",NA,"No Error",0.61223894,0.3492342,0.6500014,0.032695748,"Chile",NA,NA,2019-10-19
56631,FALSE,"es",1185612618792390656,"retweeted","Y pa que chucha se estan juntando en la moneda los culiaos? Pa ordenar toque de queda? Así se evitan que hoy la gente deje la caga y los milicos tengan que ""actuar""... y que a nivel internacional se hable de que EN CHILE EL GOBIERNO DE PIÑERA ESTÁ MATANDO GENTE. #ChileDesperto",121599247,0,0,2,0,0,1185612618792390656,"2019-10-19T17:44:10.000Z",NA,"No Error",0.6827122,0.4379392,0.6677319,0.044602267,"Chile",NA,NA,2019-10-19
2855423,FALSE,"es",1185401397359120384,"retweeted","#EvasionMasivaTodoElDia Piñera te odio!!! No pensé ver algo así en mi país !!! Weon inepto eres capaz de cualquier cosa con tal de seguir robando !!! Que mierda tiene esta gente en la cabeza 😢#EstadoDeExcepcion",119920844,0,0,0,0,0,1185401397359120384,"2019-10-19T03:44:51.000Z",NA,"No Error",0.7675452,0.45401973,0.802824,0.024753258,"Chile",NA,NA,2019-10-19
3099845,FALSE,"es",1187135957985824768,"retweeted","Cuando sacan los milicos conchasdesumadre #ChileViolatesHumanRights #Fueralosmilicos #QueSeVayanLosMilicosً",121629496,0,0,0,0,0,1187135957985824768,"2019-10-23T22:37:22.000Z",NA,"No Error",0.718943,0.48825464,0.69164425,0.13768311,"Chile",NA,NA,2019-10-23
2843249,FALSE,"es",1185394665266339840,"retweeted","PERO QUE ESTA HABLANDO ESTE SACO DE WEAS! BAJA LOS PRECIOS Y LISTO! CHUPALO TU Y TU PANEL DE EXPERTOS! #EvasionMasivaTodoElDia",706128283,0,0,2,0,0,1185394665266339840,"2019-10-19T03:18:06.000Z",NA,"No Error",0.7675452,0.45895407,0.7492263,0.029415153,"Chile",NA,NA,2019-10-19
2843407,FALSE,"es",1185394975246340096,"retweeted","Piñera culiao acotando esta marcha social sólo al tema del alza de pasajes, esto es por mucho más saco de weas #EvasionMasivaTodoElDia #Cacerolazo #Enel #CadenaNacional",361507519,0,0,0,0,0,1185394975246340096,"2019-10-19T03:19:20.000Z",NA,"No Error",0.6667219,0.3532795,0.6831271,0.03235042,"Chile",NA,NA,2019-10-19
1998448,FALSE,"es",1186424759837483008,"retweeted","Piñera pronuncia las palabras VIOLENCIA Y DELINCUENCIA y su discurso se va a la mierda! Payaso qlo! El mismo discurso todos los weones! TODOS! ✍🏻😤#RenunciaPiñera #EstoPasaEnChile",129293667,2,0,2,0,0,1186424759837483008,"2019-10-21T23:31:20.000Z",NA,"No Error",0.7856813,0.44787344,0.8082062,0.02924249,"Chile",NA,NA,2019-10-21
315462,FALSE,"es",1185766153790152704,"retweeted","Que ASCO!! Escuchar a chadwick, pidiendo unidad, de parar con la violencia. Si es el wn más violento, mentiroso, corrupto del país una lacra en la sociedad #chile #ChileDesperto #toquedequeda",111770918,2,0,3,0,0,1185766153790152704,"2019-10-20T03:54:16.000Z",NA,"No Error",0.6407703,0.34966052,0.71120167,0.028897164,"Chile",NA,NA,2019-10-20
2550706,FALSE,"es",1187107012997464064,"retweeted","@erikaoliverad podrías ser ahora buena en lo que haces, po erte las zapatillas e irte a la ctm!!! #piñeraDictador #EstoPasaEnChileً #ChileSomosTodos #asesinos",2337118159,0,0,0,0,0,1187107012997464064,"2019-10-23T20:42:21.000Z",2810502513,"No Error",0.63782936,0.457266,0.65129566,0.13815513,"Chile",NA,NA,2019-10-23
137087,FALSE,"es",1185655674979733504,"retweeted","Chadwick debe estar pegándose las feroces pajas en su casa viendo los milicos y pacos en las noticias. #ChileDesperto #EstadoEmergencia #RenunciaPiñeraCuliao",175305859,2,0,7,0,0,1185655674979733504,"2019-10-19T20:35:15.000Z",NA,"No Error",0.6544696,0.35368225,0.65129566,0.13815513,"Chile",NA,NA,2019-10-19
173047,FALSE,"es",1185675568622325760,"retweeted","#ChileDesperto La gente en Valpo no alcanzo ni a llegar a la plaza y los pacos culiaos llegaron tirando lacrimógenas. Pacos reconchetumare.",1160741504844992512,0,0,0,0,0,1185675568622325760,"2019-10-19T21:54:19.000Z",NA,"No Error",0.78855824,0.4379392,0.8012121,0.011508608,"Chile",NA,NA,2019-10-19
2750954,FALSE,"es",1185347844842180608,"retweeted","Oh el csm de Matías del Río es un llorón de mierda, victimizando a los pacos todo el rato, pero no muestran todos los vídeos de agresiones que hacen ellos a la gente 🤬🤬🤬 #EvasionMasivaTodoElDia #ParoNacionalYa #EvadirEsLuchar",109188041,0,0,2,1,0,1185347844842180608,"2019-10-19T00:12:03.000Z",NA,"No Error",0.7570315,0.35368225,0.7967344,0.03787563,"Chile",NA,NA,2019-10-19
1780953,FALSE,"es",1186328835857338368,"retweeted","#EstoPasaEnChile #pinerarenuncia Cecilia Perez, OTRA INUTIL....!!!!!!!!!!!!! Renuncien Inutiles .....!!!!!!!!!!!! solo trajeron Chilezuela... !!!! la que segun ustedes iban a evitar ... INUTILES ...!!!",175623313,0,0,1,0,0,1186328835857338368,"2019-10-21T17:10:10.000Z",NA,"No Error",0.6407703,0.16960317,0.71120167,0.010058682,"Chile",NA,NA,2019-10-21
2643867,FALSE,"es",1185208005341659136,"retweeted","Si los weones de cabeza cuadrada relacionan todo lo de la #EvasionMasivaTodoElDia con un tema político de izquierda, es porque no cachan nah, o pa variar se hacen los weones... les va a explotar en la cara todo wn...",34687277,0,0,2,0,0,1185208005341659136,"2019-10-18T14:56:23.000Z",NA,"No Error",0.64447093,0.34969926,0.6798578,0.13815513,"Chile",NA,NA,2019-10-18
3082760,FALSE,"es",1187116565524824064,"retweeted","@PiensaPrensa Cada vez más desatados estos hijosdeputa!! #ChileViolatesHumanRights",123983649,0,0,1,0,0,1187117345698918400,"2019-10-23T21:23:25.000Z",3517444829,"No Error",0.78855824,0.54181844,0.7827088,0.13515437,"Chile",NA,NA,2019-10-23
1415030,FALSE,"es",1188231659168194560,"retweeted","OJALÁ VUELVA A QUEDAR LA CAGA PA QUE VEAN LOS DE LA ONU COMO LOS PACOS CULIAOS TRATAN A SU MISMA GENTE  #EstoNoHaTerminado",1020073856596422656,0,0,0,0,0,1188231659168194560,"2019-10-26T23:11:18.000Z",NA,"No Error",0.74954444,0.35368225,0.7344449,0.03787563,"Chile",NA,NA,2019-10-26
173463,FALSE,"es",1185675818099494912,"retweeted","Callate culiao hablai puras falacias #ChileDesperto",1137949491422781440,0,0,1,0,0,1185675818099494912,"2019-10-19T21:55:18.000Z",NA,"No Error",0.7998551,0.35368225,0.78882504,0.015602129,"Chile",NA,NA,2019-10-19
2842904,FALSE,"es",1185394809600655360,"retweeted","Viejo culiao en que mundo vive 🤷🏻‍♂️ #EvasionMasivaTodoElDia",62905783,0,0,0,0,0,1185394809600655360,"2019-10-19T03:18:40.000Z",NA,"No Error",0.78207105,0.44787344,0.78565484,0.061412923,"Chile",NA,NA,2019-10-19
486235,FALSE,"es",1186350461428862976,"retweeted","Piñera puñetera pa fuera, vamos a ver vamos a ver quién lleva la batuta el pueblo unido o los milicianos hijos de puta. Bravo Chile, viva Chile, viva Allende #ChileDesperto",821579418,0,0,0,0,0,1186350461428862976,"2019-10-21T18:36:05.000Z",NA,"No Error",0.7761081,0.52891463,0.7804726,0.035458352,"Chile",NA,NA,2019-10-21
2660459,FALSE,"es",1185269291765108736,"retweeted","Que siga quedando la caga csm 🤟👊🏻🤟 VAAAAAAAAMOS #PIÑERACULIAO  #ParoNacionalYa #EvasionMasivaTodoElDia @sebastianpinera  viejo re qlo se te viene pesa la cosa. Te lo advirtieron !!!",102783578,1,0,4,0,0,1185269291765108736,"2019-10-18T18:59:55.000Z",NA,"No Error",0.6407703,0.35368225,0.6675394,0.08856395,"Chile",NA,NA,2019-10-18
2001157,FALSE,"es",1186425540720369664,"retweeted","Cada vez que piñera se dirige al país habla las mismas weas...Cambia el discurso CTM!!!! no eres competente,  ABDICA AL CARGO culiao !!!! llevas 4 días y no das solución de nada !!!! #EstoPasaEnChile #pinerarenuncia #PineraQlao",112479055,0,0,1,0,0,1186425540720369664,"2019-10-21T23:34:26.000Z",NA,"No Error",0.76523775,0.44787344,0.7804726,0.026652548,"Chile",NA,NA,2019-10-21
2705301,FALSE,"es",1185319928825552896,"retweeted","@meganoticiascl ¡Viejo QLO!, el pueblo no quiere más alzas #EvasionMasivaTodoElDia, da la cara Piñera ladrón 🤬",1081605431343136768,0,0,0,0,0,1185320389934759936,"2019-10-18T22:22:57.000Z",58048133,"No Error",0.6289369,0.20984669,0.7090544,0.013579931,"Chile",NA,NA,2019-10-18
2797372,FALSE,"es",1185372465305923584,"retweeted","Si el gobierno encabezado por el perro de chadwick, que a seguido en la tendencia de apagar el fuego con bencina, no me sorprendería en que los hijos de perra hagan toque de queda. Nada se espera de esa reunión en La Moneda #EvasionMasivaTodoElDia #EvadirEsLuchar",104987131,0,0,0,1,0,1185372465305923584,"2019-10-19T01:49:53.000Z",NA,"No Error",0.6289369,0.35368225,0.6798578,0.11616269,"Chile",NA,NA,2019-10-19
449102,FALSE,"es",1186254376668729344,"retweeted","Si ese hueón que dice ""comunista"" a eso que no entiende ya es patético, qué queda para los intelectuales rastreros que justifican con palabras rebuscadas el statu quo de mierda. #NoEstamosEnGuerra #EstadoDeEmergencia #ChileDespertó",267206463,1,0,3,0,0,1186254376668729344,"2019-10-21T12:14:17.000Z",NA,"No Error",0.62702215,0.35112193,0.6677319,0.02440793,"Chile",NA,NA,2019-10-21
3474548,FALSE,"es",1187885651049537536,"retweeted","Pacos culiaos, íbamos llegando pacíficamente a la Plaza de Armas, en familia, con niños y nos gasearon igual!!!! Malditos!!! #LaMarchaMasGrandeDeChile #Talca",930765110288814080,29,1,18,0,0,1187885651049537536,"2019-10-26T00:16:23.000Z",NA,"No Error",0.71760553,0.35515398,0.72756535,0.065292306,"Chile",NA,NA,2019-10-26
601667,FALSE,"es",1186678882981822464,"retweeted","@ClaudioConor Gila culia está toda mea se les acabó el tiempo de robo #ChileDesperto",157744507,0,0,0,0,0,1186709842154659840,"2019-10-22T18:24:09.000Z",100497345,"No Error",0.7252971,0.34993178,0.75027496,0.011612174,"Chile",NA,NA,2019-10-22
2937637,FALSE,"es",1185694707868950528,"retweeted","@KimberlyLoaiza_ Esos prros klosss #RenunciaPiñera #evasionmasiva #EvasionMasivaTodoElDia #elgobiernonosirve el gobierno es una mierda😖🖕🏻",1146396251103137792,0,2,0,0,0,1185695254604926976,"2019-10-19T23:12:32.000Z",289077372,"No Error",0.64447093,0.34981552,0.65865606,0.013424582,"Chile",NA,NA,2019-10-19
2322212,FALSE,"es",1186695600835825664,"retweeted","Eliminaron el #Piñeradictador ASI QUE SE LEA MAS GRANDE VIEJO CONCHADETUMADRE RENUNCIA CRIMINAL #EstoPasaEnChileً",1185384276885495808,0,0,2,0,0,1186695600835825664,"2019-10-22T17:27:33.000Z",NA,"No Error",0.7701451,0.45895407,0.7967344,0.060119797,"Chile",NA,NA,2019-10-22
3002283,FALSE,"es",1187029963112890368,"retweeted","Los milicos reciben flores en el día y matan y torturan a personas en la noche, no más empatía por esos weones nefastos, les lavaron él cerebro hace rato  #ChileViolatesHumanRights",117855898,7,0,4,0,0,1187029963112890368,"2019-10-23T15:36:11.000Z",NA,"No Error",0.6491204,0.45895407,0.6991143,0.34804323,"Chile",NA,NA,2019-10-23
44794,FALSE,"es",1185604999675600896,"retweeted","Van pasando milicos por Peñalolen! Espero que no vayan camino a Plaza Ñuñoa... Opresores de mierda! #EstadoEmergencia #ChileDesperto #EstadoFallido #19Oct",82724054,0,1,1,0,0,1185604999675600896,"2019-10-19T17:13:54.000Z",NA,"No Error",0.687436,0.44787344,0.7218519,0.03235042,"Chile",NA,NA,2019-10-19
1412390,FALSE,"es",1188229946818338816,"retweeted","#PineraDictador normalidad quieres? Como? Con más violencia ,asesino de mierda, una manifestación pacífica con niños familias,reprimidas con gases y agua contaminada del guanaco, vasta ya!!!! #renunciapineira #EstoNoHaTerminado",549144382,0,0,0,0,0,1188229946818338816,"2019-10-26T23:04:30.000Z",NA,"No Error",0.74954444,0.56375664,0.755201,0.41878307,"Chile",NA,NA,2019-10-26
1528878,FALSE,"es",1188429426737975296,"retweeted","#EstoNoHaTerminadoً @sebastianpinera no los vendas normalidad, porque no te creemos. Maldita lacra!",174381147,0,0,1,0,0,1188429426737975296,"2019-10-27T12:17:09.000Z",NA,"No Error",0.76197964,0.29621798,0.802824,0.014048163,"Chile",NA,NA,2019-10-27
1375791,FALSE,"es",1188200122649329664,"retweeted","Cabros #EstoNoHaTerminado preferible quemar la tele con todos los weones que apoyan la ""normalización""",98735788,0,0,0,0,0,1188200122649329664,"2019-10-26T21:05:59.000Z",NA,"No Error",0.6407703,0.29050803,0.6306599,0.34913966,"Chile",NA,NA,2019-10-26
318864,FALSE,"es",1185770103197065216,"retweeted","Carla Rubilar CTM, hasta cuando hay que soportarte mentirosa qlia. Ya basta, el. Pueblo está despertando y se les va a acabar el choreo, delincuentes qliaos. #fuerapiñeractm #ChileDesperto #BastaDeAbusos",148163868,0,0,4,0,0,1185770103197065216,"2019-10-20T04:09:57.000Z",NA,"No Error",0.7998551,0.45895407,0.82974654,0.04363242,"Chile",NA,NA,2019-10-20
2529381,FALSE,"es",1186865107550330880,"retweeted","@PiensaPrensa @juanpasteng MILICOS ASQUEROSOS !!!! Y eso que son para cuidar a la ciudadania !!! ... vayan a controlar los saqueos milicos COBARDES #estopasaenchile",860416476,1,0,1,0,0,1187017443455229952,"2019-10-23T14:46:26.000Z",3517444829,"No Error",0.6342749,0.24482845,0.7090544,0.014220826,"Chile",NA,NA,2019-10-23
1821103,FALSE,"es",1186348324376502272,"retweeted","#EstoPasaEnChile : En medio de crisis política, social y moral llegan 70/155 diputados a la sesión especial para solucionar los problemas REALES de la gente. PARTAN DANDO EL EJEMPLO, WEONES FLOJOS!",2943098913,0,0,3,0,0,1186348324376502272,"2019-10-21T18:27:36.000Z",NA,"No Error",0.6426206,0.20678867,0.71027446,0.016292779,"Chile",NA,NA,2019-10-21
1128902,FALSE,"es",1187363450693062656,"retweeted","#ChileQuiereCambios este Sápatras culiao no dijo absolutamente nada nuevo.",64856001,0,0,0,0,0,1187363450693062656,"2019-10-24T13:41:21.000Z",NA,"No Error",0.68408644,0.16960317,0.71120167,0.0073918556,"Chile",NA,NA,2019-10-24
541771,FALSE,"es",1186438167076974592,"quoted","Entiende @sebastianpinera ya nadie te quiere weon ni los de tu propio Partido te soportan CTM #FueraPiñera #ChileDesperto andate antes que te conviertas en un #PiñeraDictador",81941363,0,0,0,0,0,1186438167076974592,"2019-10-22T00:24:36.000Z",NA,"No Error",0.6852916,0.35368225,0.72756535,0.039256934,"Chile",NA,NA,2019-10-22
280026,FALSE,"es",1185737482773716992,"retweeted","Aún no se pitean la iglesia de los pacos ni ña catedral castrense??? #PiñeraCuliao #ChadwickCuliao #EstadoFallido #19Oct #ChileDespertó",147771264,2,0,1,0,0,1185737482773716992,"2019-10-20T02:00:20.000Z",NA,"No Error",0.6544696,0.45293763,0.65129566,0.023026628,"Chile",NA,NA,2019-10-20
873411,FALSE,"es",1188781012966359040,"retweeted","@sebastianpinera @alferdez bajate de tu nube csm nadie te quiere acá renuncia hdp #renunciapiñera #ChileNoSeRinde #ChileDesperto",148992901,0,0,0,0,0,1188874291678535680,"2019-10-28T17:44:54.000Z",13623532,"No Error",0.74954444,0.460081,0.755201,0.09009721,"Chile",NA,NA,2019-10-28
3018619,FALSE,"es",1187046090853490688,"retweeted","5 diputados ya le pidieron la renuncia a chadwick. Y debería de hacerlo asesino culiao. #ChileViolatesHumanRights",889940180433547264,0,0,0,0,0,1187046090853490688,"2019-10-23T16:40:16.000Z",NA,"No Error",0.72028047,0.45895407,0.7497506,0.4417481,"Chile",NA,NA,2019-10-23
1837129,FALSE,"es",1186355854469144576,"retweeted","Pacos re culiaos que no dejan manifestarnos, ellos generan la guerra, no el pueblo #EstoPasaEnChile",133865858,0,0,1,0,0,1186355854469144576,"2019-10-21T18:57:31.000Z",NA,"No Error",0.6852916,0.23226519,0.71120167,0.012285355,"Chile",NA,NA,2019-10-21
652243,FALSE,"es",1186818848135241728,"retweeted","@GobiernodeChile @sebastianpinera Metanse su Nueva Agenda Social por el culo. #FuerzaChile #RenunciaPiñeraCuliao #ChileDesperto",135533377,0,0,0,0,0,1186956890485481472,"2019-10-23T10:45:49.000Z",42102939,"No Error",0.68408644,0.45895407,0.6677319,0.063352615,"Chile",NA,NA,2019-10-23
2816939,FALSE,"es",1185381560683503616,"retweeted","Las penas del infierno a los weones que agreden a bomberos aweonaos, son la única institución decente en este país!! #EvasionMasivaTodoElDia",1032299589490155520,17,1,39,1,0,1185381560683503616,"2019-10-19T02:26:02.000Z",NA,"No Error",0.6342749,0.35368225,0.6500014,0.35782173,"Chile",NA,NA,2019-10-19
2987180,FALSE,"es",1187016100644569088,"retweeted","eSTAN TORTURANDO WEON, EN CHILE DE NUEVO ESTAN HACIENDO LA MISMA MIERDA DE LA QUE NOS HABLARON NUESTROS TATAS Y NUESTROS PROFES EN EL COLEGIO #ChileViolatesHumanRights",611097352,103,0,111,1,0,1187016100644569088,"2019-10-23T14:41:06.000Z",NA,"No Error",0.62136006,0.35368225,0.61794597,0.1319513,"Chile",NA,NA,2019-10-23
