"id_obs","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date"
1271515,"2022-04-11T00:51:42.000Z","@patriciapolitz @convencioncl @sebastian_gray @KarolCariola vieja floja y ladrona","replied_to","No Error",0.7701451,0.35368225,0.8390655,0.011275585,2022-04-11
2407489,"2022-04-14T13:29:50.000Z","@LoretoVidalH @convencioncl Miserables. para ustedes vale mas un animal que un bebe en crecimiento? son unas asesinas.","replied_to","No Error",0.6289369,0.2733782,0.7065844,0.05688698,2022-04-14
1626989,"2021-03-28T21:33:46.000Z","@cristophergu @DBartucevic @tere_marinovic ""Zurdos, zurdos en todos lados""... payaso","replied_to","No Error",0.6588125,0.13336399,0.7344449,0.010938995,2021-03-28
36041,"2022-03-05T00:12:27.000Z","@ConySchon Paren!!! siguen creando más y más lacra y grasa política, hasta cuando quieren vivir gratis de nuestros impuestos? Totalitaristas desgraciados , cuantos mantenidos más ignorantes tendremos que seguir financiado ? #RECHAZOCRECE #RechazoPopular #ConvencionCulia #RechazoDeTodos","replied_to","No Error",0.63782936,0.4195425,0.68668073,0.039256934,2022-03-05
5893,"2022-12-01T20:19:17.000Z","@BessyGallardoP Bien Diputado, a sacar a esos asquerosos comunistas","quoted","No Error",0.65996873,0.31905776,0.71120167,0.06561559,2022-12-01
661032,"2022-01-06T00:49:41.000Z","@mcubillossigall @gabrielboric Oye vieja ridícula, ¿nos podrías decir quién es del PC?","replied_to","No Error",0.6852916,0.16960317,0.7775208,0.009540852,2022-01-06
309014,"2022-03-02T01:00:32.000Z","@Jaime_Bassa Como buen Comunista Miserable, no dijiste ni una frase en tu twist, pero el 🌳 huevon te comprara, tranquilo tu!","replied_to","No Error",0.6308517,0.35368225,0.6798578,0.03165977,2022-03-02
463495,"2022-03-17T17:00:40.000Z","@strabuccoz @ElisaLoncon @Emol Conchetumari mari!!","replied_to","No Error",0.6852916,0.35368225,0.67254376,0.12076248,2022-03-17
779291,"2021-07-11T13:46:04.000Z","@baradit ""La media perso"" dice el barza este... Cómo andamos por casa... Con sueldazo asegurado como chanta constituyente y en una semana no ha trabajado ninguna wea... Payaso qliao","quoted","No Error",0.7308154,0.16960317,0.7827088,0.00789674,2021-07-11
729983,"2022-02-27T14:26:36.000Z","@Diego_Schalper @fernando_atria Llora, basura minoritaria.","replied_to","No Error",0.76197964,0.35368225,0.8012121,0.016638106,2022-02-27
1052973,"2022-05-30T00:54:34.000Z","@baradit Difícil de entender que un degenerado como tú siga teniendo pantalla y representación.","replied_to","No Error",0.6667219,0.16960317,0.7492263,0.009644418,2022-05-30
1173391,"2021-11-24T14:47:10.000Z","@ContextoFactual @CKawesqar Como siempre @tere_marinovic dando la hora y pegando palos de ciego, MENTIROSA, CHANTA","replied_to","No Error",0.6827122,0.35040274,0.75027496,0.13262562,2021-11-24
115066,"2022-12-21T08:44:11.000Z","@ALEXJURIDICO @vidalcvale @Sinfiltros_tv @FF_RDArica @PS_ValpoAconca @aquiradiomoscu @RDemocratica @RD_RegionValpo @RDProvidencia @FDiversidad_RD @AhoraNosotrasRD @pcayuqueo @BSepulvedaHales Pdgenio ,mira el pelao culiao xd parte de la secta de ladrones,te sentiste ofendido 😂😂😂 nanai","replied_to","No Error",0.65996873,0.35040274,0.7090544,0.012906751,2022-12-21
226563,"2022-11-21T11:53:31.000Z","@conihube Atria saco de weas igual que toda Merluzolandia. Coóoooomuuuunaaaa chooooos!.","replied_to","No Error",0.6308517,0.3532795,0.6500014,0.012854968,2022-11-21
626917,"2021-09-23T11:23:02.000Z","@arancibialmte El weon patético.","replied_to","No Error",0.6989911,0.024772761,0.7418356,0.006194372,2021-09-23
1181573,"2022-02-10T13:31:46.000Z","@tere_marinovic Pero tú ocupas un cargo público, vieja cuma.","replied_to","No Error",0.68408644,0.34950548,0.7497506,0.013010317,2022-02-10
539648,"2022-06-18T23:59:25.000Z","@mcubillossigall @gdominguez_ Cómo tanto tu amargura yegua ! Recuerda el hospital sin construir en Cerrillos el desfalco de los pacos y milicos. Chao vieja fea","replied_to","No Error",0.75208336,0.35368225,0.802824,0.012803185,2022-06-18
2390379,"2021-07-31T22:13:53.000Z","@ojuox @tere_marinovic Imbesil tonto inutil","replied_to","No Error",0.7570315,0.34997055,0.802824,0.011042561,2021-07-31
653231,"2021-11-29T19:11:50.000Z","@PatricioDonas @CapIvansotom @fernando_atria Eres muy idiota. No tienes idea de lo que estás diciendo. Que ignorancia!!! Por eso estamos como estamos.","replied_to","No Error",0.68408644,0.10702737,0.7775208,0.007624879,2021-11-29
1225637,"2022-01-28T00:08:10.000Z","@MinjuDDHH @HernanLarrainF @convencioncl Y este weón también se volvió loco??!! Esto es una burla para la gente decente que trabaja y mantiene a todos estos parásitos incluyendo al cobarde @GobiernodeChile!!","replied_to","No Error",0.6308517,0.21596274,0.7090544,0.012337137,2022-01-28
453502,"2022-09-05T02:03:22.000Z","@Hugo_Gutierrez_ Lo que tu tienes que entender es que la gente te dice COMUNISTA $##$%#$, andate a la CTM!!!","replied_to","No Error",0.7761081,0.44787344,0.7775208,0.019918699,2022-09-05
441829,"2021-04-30T12:35:08.000Z","@Hugo_Gutierrez_ Basura comunista doble moral","replied_to","No Error",0.7510937,0.35368225,0.7782364,0.013113883,2021-04-30
828447,"2022-04-16T16:34:14.000Z","@TomSawy80172158 @Luis81685824 @HijaDeFernando @Hugo_Gutierrez_ Como salen a defenderse entre ustedes INFILTRADOS ULTRADERECHA NAZIS. Les volaremos su zanja de constitución patriotas miserables🤘😜🤣","replied_to","No Error",0.6426206,0.45401973,0.69164425,0.2330281,2022-04-16
1200758,"2022-04-06T00:13:58.000Z","@arturozunigaj @martinarrau Por lo menos a él lo sancionan. Imagínate que antes los mataban. Así que deja de escribir weas.ñ y ponte a trabajar mentiroso ql","replied_to","No Error",0.61223894,0.16960317,0.68668073,0.08089764,2022-04-06
359247,"2021-01-15T03:19:50.000Z","@Drisa2010 @murrutia18 @felipeharboe El demócrata 🤣🤣🤣 payaso","replied_to","No Error",0.6491204,0.027833538,0.7298119,0.008634649,2021-01-15
297328,"2022-02-01T19:09:32.000Z","@IgnacioAchurra Quien le pasa los textos a este aprendiz!!tonto util!","quoted","No Error",0.6667219,0.03680043,0.7775208,0.009799767,2022-02-01
272890,"2022-12-17T00:58:01.000Z","@IgTobar @danielstingo Mira esa mierda de arrogancia @danielstingo , me rio todo el rato saco de wea","replied_to","No Error",0.73663366,0.17926651,0.7090544,0.00948907,2022-12-17
253238,"2022-03-30T14:11:03.000Z","@HernanMera2 @berfontaine Cuánto tienes ahorrado parasitó resentido?","replied_to","No Error",0.7252971,0.20678867,0.78565484,0.011974656,2022-03-30
1101198,"2022-04-28T02:49:04.000Z","@arancibialmte montón de ladrones y psicópatas","replied_to","No Error",0.6289369,0.038593806,0.71120167,0.009204263,2022-04-28
810793,"2022-04-15T20:15:04.000Z","@IgnacioAchurra Enfermo Mental. Estallido Delictual..!!! Ve lo declarado Por Florencia LAGOS en Youtube.Todo organizado por el PC y Maduro..Vende Patria.. Infame..!!!","replied_to","No Error",0.73663366,0.41034412,0.7922567,0.017846745,2022-04-15
800989,"2022-06-07T18:24:42.000Z","@Sinfiltros_tv @mariariveramit @vive_tvcable La Vieja asquerosa.","quoted","No Error",0.73663366,0.34969926,0.8012121,0.00967031,2022-06-07
756484,"2022-04-13T18:34:07.000Z","@maluchayallego @ElisaLoncon De las dos no se hace una,par de plastas oportunistas","replied_to","No Error",0.6342749,0.12019568,0.71120167,0.009696201,2022-04-13
460698,"2022-04-29T03:47:40.000Z","@ConySchon Más adolescentes idiotizados y manipulados desde la enseñasa media. Y después en la u tienes que pertenecer a la sexta comunista para poder sobrevivir mientras que estudias. Más idiotas 1 voto. Vota. Rechazo de. Salida. Demosle la pata en la raja a todos esos wueones","replied_to","No Error",0.7761081,0.61260825,0.7492263,0.6164197,2022-04-29
699655,"2021-03-04T00:51:24.000Z","@Hugo_Gutierrez_ Weon fresco y cara de raja. No podís decir que no tienes idea que estás siendo notificado de una formalización. Frescos de cuello y corbata. Y más encima habrán weones que lo botaran como constituyente 🤡","replied_to","No Error",0.71760553,0.35368225,0.75027496,0.020264024,2021-03-04
160557,"2022-07-14T02:02:55.000Z","@arturozunigaj @evoespueblo Mentiroso infeliz!","replied_to","No Error",0.6588125,0.03680043,0.755201,0.008090926,2022-07-14
577822,"2021-11-26T02:23:29.000Z","@DelDecanoDe1 @arancibialmte @clepe1968 Chupale el pico al milico ahora","replied_to","No Error",0.71760553,0.3735507,0.6407567,0.04524883,2021-11-26
530212,"2022-05-06T02:08:54.000Z","@IgnacioAchurra Anda a trabajar vago de porquería y ladrón igual q tu padre. Viviendo del estado y con mis impuestos q me roban.","replied_to","No Error",0.78207105,0.41034412,0.83943826,0.01750142,2022-05-06
419111,"2022-02-10T20:50:07.000Z","@natadeleche3 @ElisaLoncon Soluciona algo de las urgencias sociales???? Ni una. Weones pencas","replied_to","No Error",0.6289369,0.16960317,0.65865606,0.008453408,2022-02-10
183658,"2022-08-11T18:28:07.000Z","@BenitoBaranda Fresco cara de raja! Has vivido toda tu vida pasando el platillo a los empresarios…","replied_to","No Error",0.63782936,0.23223943,0.68668073,0.010032792,2022-08-11
119097,"2022-01-05T19:16:06.000Z","@arturozunigaj Por que no te Callas Sinverguenza?  Carade raja","replied_to","No Error",0.7308154,0.34954423,0.7782364,0.015774792,2022-01-05
