"id_obs","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date"
616001,"2022-09-14T03:10:57.000Z","@joseantoniokast Para mi que el Camello @danieljadue se arrancará como lo hizo su pariente, también corrupto, que se encuentra en Miami. De paso se podría llevar a la loca de @danielstingo","quoted","No Error",0.49139655,0.16960317,0.5739874,0.24090876,2022-09-14
996744,"2022-07-24T20:26:56.000Z","@baradit Qué gente más putrefacta.  Fuerza Jorge! No decaigas.","replied_to","No Error",0.47886392,0.02378681,0.5739874,0.0100069,2022-07-24
1489457,"2022-04-26T23:41:20.000Z","@manuconstituye Y este ignorante escribe la constitución 🤦🏻‍♀️","replied_to","No Error",0.47886392,0.013672344,0.6051471,0.0066927844,2022-04-26
242000,"2021-09-01T19:10:45.000Z","@Vamos_A_Londres @IgnacioRojasP @Pato1_Undurraga @IgnacioAchurra Algo así cómo: Si, es una mierda..pero es nuestra mierda?..🤔..","replied_to","No Error",0.44933176,0.023076924,0.37506318,0.006874025,2021-09-01
1980973,"2022-08-12T19:20:45.000Z","@deunan00 @RenatoGarinG Borra de estupidez","replied_to","No Error",0.5885171,0.023076924,0.6370372,0.0089712385,2022-08-12
243437,"2022-12-13T22:18:43.000Z","@Jaime_Bassa Loser!!!!","replied_to","No Error",0.50759226,0.024631912,0.61794597,0.009307829,2022-12-13
2097970,"2022-05-26T15:03:24.000Z","@patriciapolitz @convencioncl @NoNeutrales @sebastian_gray pss zoo..cialista a tu jaula! #RechazoElMamarrachoComunista","replied_to","No Error",0.584095,0.35368225,0.6336687,0.13815513,2022-05-26
359370,"2022-10-24T22:25:38.000Z","@fernando_atria Jajajaja pobre qlao , no tienes porque estar deacuerdo con lo que dices ? Tipico de merluzos","replied_to","No Error",0.53579444,0.08069076,0.58196646,0.008453408,2022-10-24
1337596,"2022-03-01T02:35:44.000Z","@NachoOrtega @convencioncl Duerman a ese pelado indecente","replied_to","No Error",0.47886392,0.023317307,0.5739874,0.028206514,2022-03-01
266199,"2022-06-29T22:02:38.000Z","@berfontaine MITOMANO COMPULSIVO","replied_to","No Error",0.5559701,0.20067264,0.6308392,0.011327368,2022-06-29
1239954,"2022-08-28T00:46:20.000Z","@gdominguez_ Y dale con celebres Un funeral ! Weon hay gente sufriendo que no va precisamente de fiesta a un funeral !!!!! Saco de weas!","replied_to","No Error",0.55739564,0.031420294,0.5935568,0.009230154,2022-08-28
979959,"2022-08-18T17:18:31.000Z","@nico75cl @MaryProfechori @chalecos_chile @Mister_Wolf_0 @udipopular @jguaido @ximerincon @fchahin @matiaswalkerp Tontos utile$?","replied_to","No Error",0.4269174,0.020386212,0.5130944,0.0072882893,2022-08-18
2425399,"2021-07-30T05:11:30.000Z","@marcelo_v2017 @fuentesbarrera @CNNChile @convencioncl Los del rechazo, hacen el ridículo, tal como son","replied_to","No Error",0.44933176,0.014640691,0.5332045,0.006375613,2021-07-30
1486579,"2021-03-07T21:04:50.000Z","@tere_marinovic Para nada, como tienen puras bostas estos títeres la envidia los corroe","replied_to","No Error",0.47173777,0.023364257,0.5497792,0.00951496,2021-03-07
1010007,"2022-09-04T23:27:43.000Z","@bianchileiton @PatoFdez Comprate un tarrito de merken , mete la tocorne y luego te la hechas a la boca, hablamos cuando te llegue el internet nuevamente 👍🏻","replied_to","No Error",0.47119883,0.23225832,0.5130944,0.25272974,2022-09-04
148324,"2021-03-05T21:49:10.000Z","@BenitoBaranda Benito basta de payasadas y tratar ""ser el bueno"". Un problema legado de la atea exterrorista y el ateo coyote Muñoz, los mismos q han incentivado la destruccion de la iglesia. El problema será exponencial si no se hacen esfuerzos para detener la estampida humana desde Venezuela.","replied_to","No Error",0.4475325,0.18232453,0.5129801,0.032695748,2021-03-05
1638199,"2022-04-04T00:14:29.000Z","@tere_marinovic Nos van a robar !!... los merluzos ql","replied_to","No Error",0.42349213,0.023076924,0.47384647,0.012026439,2022-04-04
510588,"2021-05-12T04:29:48.000Z","@jonas_moran @fernando_atria @ipoduje De Poduje ni hablar, el weon cree que los ciclistas son millonarios","replied_to","No Error",0.44573322,0.018449519,0.48569724,0.006530962,2021-05-12
702952,"2022-05-13T00:48:41.000Z","@tere_marinovic @ElisaLoncon Está señora @ElisaLoncon me da vergüenza ajena y repudio a la vez. No más circo y no más mentiras. Cómo lo dijo mi @tere_marinovic convención csm....","replied_to","No Error",0.4575469,0.023364257,0.5015486,0.007741391,2022-05-13
1100511,"2022-02-07T16:37:35.000Z","@RenatoGarinG @PatoFdez @elmostrador Bitch you are so pressed","replied_to","No Error",0.48141238,0.08069076,0.5130944,0.013528148,2022-02-07
875448,"2021-09-14T19:03:49.000Z","@angemailen @abue15682934 @mcubillossigall Que terrible le el capitalismo el cual te brinda el celular y el internet para escribir estupidesces a favor de una ideoligia asesina y fracasada","replied_to","No Error",0.44039994,0.024678862,0.5130944,0.011741633,2021-09-14
160409,"2022-06-19T15:03:10.000Z","@arturozunigaj Qué tipo más nefasto.","replied_to","No Error",0.4645176,0.014576134,0.5739874,0.006330303,2022-06-19
322231,"2022-05-19T00:21:54.000Z","@RechazoTotal @filosofofarandu @CarolCBown Te estás quejando por una hora? Es bien poco fíjate teniendo en cuenta que son 499 artículos y decenas de páginas, pero para los flojitos (y perso has de tener para llamar asi a otros 🤡) como ustedes una hora es una eternidad ... aweonao con ganas.","quoted","No Error",0.5885171,0.06101104,0.6407567,0.008764107,2022-05-19
2144420,"2022-04-24T14:05:38.000Z","@von_monica @melnicksergio @joseantoniokast @tere_marinovic @Jou_Kaiser HDP","replied_to","No Error",0.4977744,0.45895407,0.5130944,0.22514746,2022-04-24
214427,"2021-07-19T13:11:34.000Z","@liznorthon @vivi_pacific @BSepulvedaHales @danieljadue Me tiene chato ese argumento esos weones que busquen pega y trabajen como todos nosotros los mortales lo demás son puras wevadas","replied_to","No Error",0.57271194,0.024350211,0.6109131,0.007353018,2021-07-19
830478,"2022-09-06T02:31:16.000Z","@NatividadLlanq3 @Pia_Rodriguez Con razón salió un mamarracho de nueva constitución. Con convencionales como tú no me extraña.","replied_to","No Error",0.5921536,0.16960317,0.6675394,0.008052089,2022-09-06
318052,"2022-11-15T10:44:32.000Z","@cretton15 Tu y tu 💩 de sector prefirieron dejar todo tal cual,para de vender humo se les dio la opción de tener un sistema de salud digno,pero ud repartieron miedo y mentiras,paren sus weas o el estallido será un pequeña ola en comparación a los que se les va a venir tontito","replied_to","No Error",0.5140397,0.053837523,0.5739874,0.013476364,2022-11-15
623372,"2022-02-20T02:38:45.000Z","@Jaime_Bassa @thecliniccl The clinic, fortín mapocho puro comunismo, quien le cree a estos comunachos, bueno igual hay haaaaarta gente gueona","replied_to","No Error",0.52272606,0.16960317,0.58196646,0.009644418,2022-02-20
205050,"2022-10-27T17:09:59.000Z","@mpadillaopp @BSepulvedaHales @CHVNoticias De que quieres pruebas? De que no es una cebra? Gente ridícula. ❌🤦🏻‍♂️","replied_to","No Error",0.45921504,0.023076924,0.5497792,0.0069516995,2022-10-27
1532005,"2022-04-30T02:26:15.000Z","@patriciapolitz @convencioncl @BenitoBaranda @pcayuqueo Los momios miserables que se creen dueño de chile y sabemos que despojaron de sus tierras a los pueblos , Pinochet arrasó con ellos quitándole sus tierras descaradamente, miserables !!!!!","replied_to","No Error",0.56269526,0.17926651,0.6407567,0.011327368,2022-04-30
883091,"2022-02-13T19:49:30.000Z","@Chileokulto @maluchayallego ""Por diversas razones"" : cuando eres un 🌳 enfermo de rojo que no se atreve a decir ""escapando de la tiranía chavista que destruyó Vzla""","replied_to","No Error",0.50789946,0.16960317,0.58196646,0.013372798,2022-02-13
1569347,"2021-07-22T23:33:35.000Z","@PatriotaNaruto @Amy03898327 @mcubillossigall Parece que en la derecha ovarios pesan 10 veces más que los testículos.","replied_to","No Error",0.4269174,0.049354076,0.40243408,0.007857903,2021-07-22
287413,"2022-02-28T18:29:13.000Z","@BSepulvedaHales Un puerco más en el chiquero no hace la diferencia.","replied_to","No Error",0.4274071,0.023076924,0.5130944,0.012181788,2022-02-28
1573798,"2022-09-26T16:35:13.000Z","@patriota_1972 @tere_marinovic De verdad compita anda un psicólogo por que estar bien cagado del apoyar a la loca tere","replied_to","No Error",0.52811706,0.027833538,0.6099415,0.008841781,2022-09-26
574886,"2022-07-05T10:24:04.000Z","@IgnacioAchurra @Jaime_Bassa Ridículos","replied_to","No Error",0.43720075,0.009994507,0.5130944,0.006420923,2022-07-05
1083389,"2022-05-03T03:21:20.000Z","@mcubillossigall @gabrielboric cobarde,elimina el estado de excepcion y no se atreve a ir a la Araucania,expone a todos los q viven ahí x sus convicciones ridículas pero para el e @izkia no es seguro ¡¡COBARDES!!!","replied_to","No Error",0.5559701,0.032316983,0.6500014,0.009903334,2022-05-03
1171386,"2021-08-02T20:26:07.000Z","@mmlagoscc @tere_marinovic Y los 27 países redactarán una constitución en conjunto? O está comparando peras con manzanas de pura tonta que es?","replied_to","No Error",0.5779532,0.023076924,0.6675394,0.0064597605,2021-08-02
748588,"2021-10-27T15:18:04.000Z","@IgnacioAchurra Ya con el todes es patético!! Es que ni ganas de ver o escuchar a estos constituyentes. Que gastadero de $ en personas tan poco capacitadas y sesgadas ideológicamente... #CircoConstituyente","replied_to","No Error",0.47119883,0.023076924,0.5678696,0.008349842,2021-10-27
280434,"2021-11-07T17:20:53.000Z","@JamesGastovsky @josealexAPRUEBO @KuschdelaP @HernanLarrain @gabrielboric Leo este tipo de comentarios y me pregunto ¿en verdad creeran lo que escriben? si todas las evidencias les golpean. Entonces entro a la 2da reflexión ¿son limitados, tienen menos neuronas? si, por eso han hundido a este hermoso país, han arruinado la vida a tanta gente, INFELICES","replied_to","No Error",0.47173777,0.0394905,0.5678696,0.014393489,2021-11-07
529556,"2022-09-06T22:21:57.000Z","@Hugo_Gutierrez_ Igual te volaron la raja 🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶😂😂😂😂","replied_to","No Error",0.56269526,0.23226003,0.5130944,0.1366716,2022-09-06
