"id_obs","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date"
338922,"2021-10-06T23:05:31.000Z","@HernanLarrain Cuantas veces no te lo dijeron pedazo de 💩","quoted","No Error",0.65996873,0.16960317,0.71551245,0.009981008,2021-10-06
745884,"2022-09-29T23:26:12.000Z","@gdominguez_ Cállate CTM !","replied_to","No Error",0.72028047,0.34927294,0.7418356,0.014911477,2022-09-29
5594,"2022-08-01T04:14:24.000Z","@chileconvoca @conihube Y q sacan con dar copias del mamarracho si la gente q es votante promedio del ""apruebo"" no entiende ni mierda lo q lee? No es mas honesto ir a los puntos importantes para explicarles a la gente la trampa de ese mamarracho y como harán mierda el país? #RechazoYPunto","replied_to","No Error",0.61223894,0.25053838,0.64537907,0.012647836,2022-08-01
415571,"2022-11-19T15:57:42.000Z","@MarcosBarrazaG @inddhh Jajajajja jajaja 😂 😂 😂 😂 😂 😂 😂 el Weon mentiroso","replied_to","No Error",0.62702215,0.023076924,0.68668073,0.0065827454,2022-11-19
408246,"2022-03-11T22:19:02.000Z","@Hugo_Gutierrez_ @gabrielboric @convencioncl Y de nosotros de salvar a Chile, rata Comunista!!","replied_to","No Error",0.75208336,0.4583481,0.7922567,0.017846745,2022-03-11
1195611,"2022-02-10T18:04:33.000Z","@tere_marinovic Jajajaja que cerrada de culo te dio la Tere Jajajaja","replied_to","No Error",0.65996873,0.34942797,0.66500133,0.010550622,2022-02-10
611098,"2021-12-21T20:30:29.000Z","@melnicksergio Estos weones realmente están dementes,donde están los SW que votaron por estos engendros @danielstingo","replied_to","No Error",0.71760553,0.31334782,0.7657292,0.012026439,2021-12-21
962060,"2022-07-23T17:44:50.000Z","@danielstingo maldito ctm","replied_to","No Error",0.7701451,0.27908814,0.7418356,0.010188141,2022-07-23
490574,"2021-10-12T04:52:34.000Z","@baradit Jajajja boric es un puro payaso terrorista q solo ve por los delincuentes y asesinos del país y si lidera solo es porq los terroristas votan por el aparte de las firmas q nos roban por la clave única","replied_to","No Error",0.6407703,0.29050803,0.72756535,0.033386398,2021-10-12
753469,"2022-06-30T17:05:52.000Z","@baradit @jgalemparte @felipeharboe Eres tan tarado que no entiendes lo que escribes","replied_to","No Error",0.71760553,0.16960317,0.7804726,0.008129764,2022-06-30
358071,"2022-11-26T19:14:01.000Z","@Hugo_Gutierrez_ Tan preocupado?quién financio destruir Chile hijo de puta,los robos,las quemas,quien financió a los delincuentes que destruyeron su propio país,Sataná!Dios tarda pero no olvida,los daños que nos hiciste se devolverán a quienes no te imaginas, tarde o temprano el karma te cobrará.","replied_to","No Error",0.7675452,0.56375664,0.7497506,0.1733226,2022-11-26
229586,"2022-12-12T18:03:06.000Z","@baradit ESTÉ SÍ QUE ES WEÓN,CON LA BUFANDA QUE LE HIZO LA DRA CORDERO.. ESTÉ WEÓN ES RASTRERO , TORRANTE.COIMERO..","replied_to","No Error",0.7998551,0.35368225,0.83943826,0.00899713,2022-12-12
392152,"2022-02-09T19:39:26.000Z","@Hugo_Gutierrez_ Por supuesto! Es una constitución concisa y robusta, con más de 200 modificaciones en democracia y nos ha permitido acercarnos al desarrollo. Jurídicamente es muy superior a cualquier mamarracho que pueda surgir de la Prostituyente de la cual formas parte; gangrena humana","replied_to","No Error",0.6407703,0.35368225,0.68668073,0.020609349,2022-02-09
189184,"2022-05-13T23:10:16.000Z","@berfontaine Lo indígena no es un problema… el problema han sido personas ignorantes como tú","replied_to","No Error",0.62136006,0.02458496,0.7065844,0.007094103,2022-05-13
198179,"2021-06-06T21:05:20.000Z","@aquiyoelpancho @BessyGallardoP Nadie te mea Bessy y de donde chucha sacaste que eres autoridad,  llegaste de cuea y por arrastre , bajate del pony loca","replied_to","No Error",0.6342749,0.23225145,0.68668073,0.013424582,2021-06-06
1057622,"2021-12-11T17:21:53.000Z","@tere_marinovic La ""SEÑORA "" TERE MARI MARI ... JUNTO  A QUIEN LE ENSEÑO A PROSTITUIRSE CON PERROCHE","replied_to","No Error",0.7510937,0.51028454,0.7344449,0.046218675,2021-12-11
1276760,"2022-06-21T23:13:39.000Z","@RenatoGarinG Votaste por un pendejo inoperante","replied_to","No Error",0.78207105,0.16960317,0.8390655,0.008077981,2022-06-21
1620437,"2021-08-31T19:08:48.000Z","@RenatoGarinG Me parece que eres tan estupido que no mereces otro comentario","replied_to","No Error",0.76523775,0.11492836,0.82974654,0.009566744,2021-08-31
754245,"2022-03-14T16:58:37.000Z","@marcelopcc_cl @PiensaPrensa @MarcosBarrazaG @Carabdechile Eres estúpido o mongólico?, porque hablemos claro, eso fue un montaje de los mismos fachos que usan chalecos amarillos. El padre de esa mocosa es amigo de Piñera y había estado en otros eventos gubernamentales. Les pagaron para ese montaje. Qué manera de hacer el ridículo.","replied_to","No Error",0.6744087,0.349738,0.7492263,0.010162249,2022-03-14
546182,"2022-02-16T17:41:58.000Z","@ElisaLoncon Vieja racista.","replied_to","No Error",0.68408644,0.2322566,0.75027496,0.010265815,2022-02-16
11944,"2022-08-01T16:50:37.000Z","@BSepulvedaHales Esta mujer interpreta el derecho a su conveniencia, bien poco me importa tu mamarracho comunista miserable, ganara el Rechazo!","replied_to","No Error",0.7570315,0.45895407,0.8012121,0.03373172,2022-08-01
213286,"2022-02-22T02:25:41.000Z","@Guinguiri @berfontaine No tontito, es un piso no un techo. Hay que educarse antes de hablar. Pq sino quedas como imbécil.","replied_to","No Error",0.6827122,0.09912638,0.75027496,0.009281937,2022-02-22
1094823,"2021-12-14T01:04:04.000Z","@tere_marinovic Jajajaja, Que tonta eres.","replied_to","No Error",0.6989911,0.023076924,0.78882504,0.006912862,2021-12-14
1041945,"2022-04-24T15:28:26.000Z","@anotaloentuhoja @Catalina_valpo @ElsaLabrana No puedes ser ta aweonao como para defender los postulados fascistas de Labraña.....","replied_to","No Error",0.6426206,0.023645958,0.6831271,0.0072753434,2022-04-24
82283,"2022-12-13T17:50:17.000Z","@BSepulvedaHales una mierda","replied_to","No Error",0.718943,0.048457388,0.6675394,0.0064079775,2022-12-13
975288,"2022-06-28T12:11:27.000Z","@patriciapolitz Zurda apestosa...#RechazoElPlurimamarracho","replied_to","No Error",0.7510937,0.45895407,0.7827088,0.048481647,2022-06-28
413468,"2022-09-04T15:41:04.000Z","@Jaime_Bassa La U de Chile ya se está parecido al club de fútbol , ni un brillo puros weones corruptos matando la teta .","replied_to","No Error",0.743089,0.44787344,0.7418356,0.12689553,2022-09-04
95135,"2021-02-09T00:53:28.000Z","@BessyGallardoP Jajajajaja si la srta lo dice es por que es experta, sacando filo y sobretodo pelando tomates !!!una lady...eres una payasa","replied_to","No Error",0.681338,0.16960317,0.7657292,0.008414571,2021-02-09
7986,"2022-12-02T03:10:31.000Z","@dharmarin @berfontaine Este es un perro pagado por el hipócrita del merluzo","replied_to","No Error",0.61223894,0.15443328,0.71120167,0.010705971,2022-12-02
374490,"2022-04-22T17:39:16.000Z","@BSepulvedaHales Arboludos de m1erd4. Cámbiense a FONASA de una vez… 🌳🪓","replied_to","No Error",0.7252971,0.35368225,0.72868866,0.011922873,2022-04-22
1125510,"2022-02-09T20:10:47.000Z","@jorgeerrazuriz @PatoFdez ATENTOS CHILENITOS ESTOS SON LOS PASOS Q NOS LLEVAN AL CAOS TOTAL Y LA ESCLAVITUD LO VAN ENTENDIENDO? DONDE NOS LLEVAN LOS MALDITOS COMUNISTAS DE MIERDA? AWEONAOS DESPIERTEN QUEDA MENOS PARA Q NOS CIERREN EL CEPO FINAL Y LAS FFAA LO SABEN Y NO VAN A HACER NADA ESTAN SOMETIDOS","quoted","No Error",0.78711975,0.52891463,0.7967344,0.094697006,2022-02-09
291396,"2021-01-07T12:06:39.000Z","@felipeharboe Anda a la lavarte la raja","replied_to","No Error",0.76523775,0.35368225,0.71551245,0.027688526,2021-01-07
613985,"2022-08-03T23:07:20.000Z","@gdominguez_ @ApruebaxChile #Rechazo nazi de mierda","replied_to","No Error",0.78207105,0.45895407,0.7497506,0.024580594,2022-08-03
325892,"2022-11-18T10:58:49.000Z","@IgnacioAchurra Zurdo fracasado","replied_to","No Error",0.743089,0.27908814,0.7922567,0.011405042,2022-11-18
667789,"2022-11-28T19:01:06.000Z","@tere_marinovic A ti te fue bien impidiendo que a la gente buena le fuera mejor, vieja chanta y cuma!","replied_to","No Error",0.72028047,0.35058254,0.7804726,0.010472948,2022-11-28
402699,"2022-07-30T02:05:01.000Z","@conihube mitómana sigue implantando la ley del odio: MISERABLE","replied_to","No Error",0.6407703,0.16960317,0.71120167,0.0103175985,2022-07-30
105992,"2022-12-18T11:46:44.000Z","@BSepulvedaHales @lafuriadellibro @worldxian @gabrielboric @culturas_cl @Presidencia_cl @jubrodsky @AGutierrezVas A los chilenos nos molesta tener un gueon de mierda en La Moneda que no sirve para nada, zángano, inútil,  incapaz de asumir sus responsabilidades, nada de proactivo, flojo. Menos mal que sabe leer🤦‍♂️ #BoricNoSeLaPuede #RenunciaBoricCTM","replied_to","No Error",0.687436,0.45185554,0.7492263,0.019573374,2022-12-18
1419374,"2022-07-22T09:44:01.000Z","@mcubillossigall @gabrielboric Las patitas, dejen de ser tan cara de raja","replied_to","No Error",0.6342749,0.16960317,0.68668073,0.008466354,2022-07-22
62190,"2022-07-05T02:13:31.000Z","@BRebolledoD17 @Mister_Wolf_0 estás desquiciada. ojalá nunca verte de nuevo en la política del maule!!! tóxica","replied_to","No Error",0.6407703,0.16960317,0.71120167,0.035113025,2022-07-05
