"id_obs","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date"
57771,FALSE,"es",1299099617024409600,"retweeted","@T13 #CamionerosSomosTodos la ultra izquierda saquea supermercados, quema camiones, hace barricadas, amenaza con paros portuarios pero para ellos eso no es cortar la cadena de abastecimiento... CARA DE RAJA #TodosSomosCamioneros #27deagosto #GobiernoDePayasos #ParoCamioneros #Rechazo",1238829667282452480,3,1,4,0,0,1299135657189740544,"2020-08-28T00:04:12.000Z",24952459,"No Error",0.61223894,0.35368225,0.6675394,0.05430072,"Argentina",NA,NA,2020-08-28
295216,FALSE,"es",1296865456985448448,"retweeted","Que dia nefasto, la conchx de sus madres #QueSeVayanTodos y que ardan todos en el infierno #Solange 😭😭",558930313,2,0,6,0,0,1296865456985448448,"2020-08-21T17:43:14.000Z",NA,"No Error",0.78711975,0.5748246,0.7492263,0.49142194,"Argentina",NA,NA,2020-08-21
299471,FALSE,"es",1296873826031149056,"retweeted","@periodismoypun2 @LuisGasulla #QueSeVayanTodos asesinos miserables",264963996,1,0,1,0,0,1296874191631921152,"2020-08-21T18:17:56.000Z",1037753640180740096,"No Error",0.62136006,0.35368225,0.69164425,0.34804323,"Argentina",NA,NA,2020-08-21
358414,FALSE,"es",1296950412931719168,"replied_to","@lilianafranco20 Volvieron por todo, son unos hdp #QueSeVayanTodos #GobiernoCriminal",188796155,0,0,0,0,0,1297267683147370496,"2020-08-22T20:21:32.000Z",160271681,"No Error",0.7510937,0.50703704,0.7762574,0.22120713,"Argentina",NA,NA,2020-08-22
175182,FALSE,"es",1295466755201040384,"retweeted","Vamos que se pudra todo, estos kk de mierda tienen que aprender que no son los únicos con voz en este país. Nos tenemos que levantar, los jóvenes tenemos que luchar para que podamos vivir y no nos obliguen a irnos si queremos yo n futuro mejor #17AJuntosContraLaImpunidad",3261234694,0,0,0,0,0,1295466755201040384,"2020-08-17T21:05:17.000Z",NA,"No Error",0.6989911,0.45895407,0.71027446,0.24484909,"Argentina",NA,NA,2020-08-17
65397,FALSE,"es",1300392595122782208,"retweeted","@ElltimoTemplar1 @Manuel25387968 y ya palma un 2,35%. Luego dirán eso de Nadie podía saberlo y salimos más fuertes. #GobiernoDimision  #GobiernoDeCorruptos #GobiernoDePayasos #GobiernoDeLaMentira #GobiernoCriminalyCorrupto  iros a la mierda. Ni sabéis de nada, ni tenéis ganas de arreglar los problemas de España",2964733253,0,0,0,0,0,1300454330194165760,"2020-08-31T15:24:08.000Z",2964733253,"No Error",0.6667219,0.44787344,0.6798578,0.03787563,"Argentina",NA,NA,2020-08-31
293576,FALSE,"es",1296858113539223552,"retweeted","#QueSeVayanTodos, HDMP, después nel títere sale a decir q no están cortando las libertades y derechos de los ciudadanos, es tan inútil q no sabe el daño q está haciendo, q bronca e impotencia, fuerza a la FLIA de Solange 😔😔",110453395,6,0,5,0,0,1296858113539223552,"2020-08-21T17:14:03.000Z",NA,"No Error",0.7701451,0.56375664,0.78565484,0.2836219,"Argentina",NA,NA,2020-08-21
48780,FALSE,"es",1297203041712644096,"retweeted","@Kicillofok @alferdez Tarado #GobiernoDeInutiles #GobiernoDePayasos",73430967,0,0,0,0,0,1297241149950824448,"2020-08-22T18:36:06.000Z",2953955753,"No Error",0.6491204,0.29621798,0.71120167,0.0103175985,"Argentina",NA,NA,2020-08-22
302085,FALSE,"es",1296881592338722816,"retweeted","#QueSeVayanTodos estos kirchneristas del orto",1228876222429618176,1,0,0,0,0,1296881592338722816,"2020-08-21T18:47:21.000Z",NA,"No Error",0.75208336,0.4379392,0.7344449,0.12996206,"Argentina",NA,NA,2020-08-21
649065,FALSE,"es",1289679541531627520,"retweeted","#1AYoVoy estoy feliz x la marcha, pero estoy más feliz xq les duele a todEs. Corruptos mal nacidos😡",1004724388674105344,2,0,16,0,0,1289679541531627520,"2020-08-01T21:48:58.000Z",NA,"No Error",0.72028047,0.35148153,0.7804726,0.03373172,"Argentina",NA,NA,2020-08-01
