"id_obs","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date"
8749,FALSE,"es",1185565166710263808,"retweeted","#ChileDesperto VEAN LOS  CANALES DE T.V. COMO LOS POLITICOS OPORTUNISTAS SALEN AHORA A DAR SOLUCIONES....CARAS DE RAJA CUANDO TODO ESTO PASABA MUCHO ANTES CALLADOS SE MANTENIAN....AHORA DAN SOLUCIONES DE SUBSIDIOS CHANTAS.",353244742,0,0,3,0,0,1185565166710263808,"2019-10-19T14:35:37.000Z",NA,"No Error",0.51869136,0.16960317,0.5739874,0.011094344,"Chile",NA,NA,2019-10-19
3530111,FALSE,"es",1187909155568394240,"retweeted","30.000 wnes en Temuco fasho. Cachate piraña que nadie te compra #piñerarenuncia #LaMarchaMasGrandeDeChile",517724368,1,0,1,0,0,1187909155568394240,"2019-10-26T01:49:47.000Z",NA,"No Error",0.5024724,0.20678867,0.5497792,0.0475118,"Chile",NA,NA,2019-10-26
128260,FALSE,"es",1185651037161639936,"retweeted","AYUDEN A LOS PERRITOS CUANDO ESTÉN EN MEDIO DE CAOS. SI PUEDEN DARLES AGÜITA O MOJARLES LA CARITA EN CASO DE EXPOSICIÓN A BOMBAS LACRIMÓGENAS, HÁGANLO POR FAVOR! #ChileDesperto",1011006304268247040,24,0,27,1,0,1185651037161639936,"2019-10-19T20:16:50.000Z",NA,"No Error",0.44002727,0.457266,0.3416952,0.54479665,"Chile",NA,NA,2019-10-19
2642930,FALSE,"es",1185200415991828480,"replied_to","#metrosantiago #EvasionMasiva5Nov #EvasionMasivaTodoElDia piñera sacó de wueas, le hiciste el juego a la izquierda para gobernar y te hacen goles de media cancha, eres una vergüenza para la derecha.",1173944943448141824,0,0,0,0,0,1185200415991828480,"2019-10-18T14:26:13.000Z",NA,"No Error",0.47886392,0.024725812,0.5678696,0.008531082,"Chile",NA,NA,2019-10-18
2891495,FALSE,"es",1185501916350025728,"retweeted","#EvasionMasivaTodoElDia está wea es falacia, si destruyeron todo a su paso, que triste ver cómo un puñado de weones como @camila_vallejo @GiorgioJackson @gabrielboric y demases festinan viendo cómo la gente destruye lo q debieran cuidar. 118 buses quemados. Metro paralizado.",54166521,0,1,0,0,0,1185501916350025728,"2019-10-19T10:24:17.000Z",NA,"No Error",0.50789946,0.16960317,0.5678696,0.032005094,"Chile",NA,NA,2019-10-19
2703845,FALSE,"es",1.185319795216e+18,"retweeted","Weon chadwick q sacai con agarrar a un weon si saldrá al otro dia...ACCION INMEDIATA BAJEN LA TARIFA NO SEAI DURO DE MATE  FRESCO #EvasionMasivaTodoElDia",1119408513414041600,0,0,1,0,0,1.185319795216e+18,"2019-10-18T22:20:36.000Z",NA,"No Error",0.43720075,0.023411209,0.4339631,0.060766358,"Chile",NA,NA,2019-10-18
222020,FALSE,"es",1185700219251576832,"retweeted","Increíble la mentalidad de ladrones en Chile. Utilizan cualquier justificación para saquear #ChileDesperto",325033660,2,0,2,0,0,1185700219251576832,"2019-10-19T23:32:16.000Z",NA,"No Error",0.45396814,0.13073033,0.5072643,0.00967031,"Chile",NA,NA,2019-10-19
887305,FALSE,"es",1189004850647982080,"retweeted","@LILIANAROJASFER Serían bien hueones si se organizan por tuiter!... bueno, si llegaron dos esforzados seguidores de su sector a la marcha, se puede esperar cualquier cosa...  😂😂... no hay que darles bolas, son nadie... con todo lo que está pasando #ChileDesperto QEPD LA derecha",478191727,1,0,1,0,0,1189008784338935808,"2019-10-29T02:39:19.000Z",805391443,"No Error",0.4269174,0.02402156,0.4794537,0.012492486,"Chile",NA,NA,2019-10-29
887191,FALSE,"es",1188997020704477184,"retweeted","@KarlaEnAccion Y la violencia de tu gobierno pelotuda? Deja de mentir y andar lloriqueando, no te compramos. #ChileDespertó",70314196,0,0,0,0,0,1189000081476849664,"2019-10-29T02:04:44.000Z",59145115,"No Error",0.4977744,0.08859174,0.56997263,0.011560392,"Chile",NA,NA,2019-10-29
1469183,FALSE,"es",1188274818841481216,"retweeted","Todos los que se fueron de mambo chupenlo, son de cartón #EstoNoHaTerminado",209366275,1,2,6,0,0,1188274818841481216,"2019-10-27T02:02:48.000Z",NA,"No Error",0.44039994,0.05742428,0.45758462,0.019746035,"Chile",NA,NA,2019-10-27
172045,FALSE,"es",1185675152903852032,"retweeted","#piñeramiente ustedes están quemando las estaciones de metro!! Renuncia viejo qliao.#ChileDesperto #19Oct #EstadoDeEmergencia #DespiertaChile",51989316,0,0,1,0,0,1185675152903852032,"2019-10-19T21:52:39.000Z",NA,"No Error",0.51980776,0.16960317,0.58196646,0.04167421,"Chile",NA,NA,2019-10-19
306880,FALSE,"es",1185757545681559552,"retweeted","@noticias24 Bien ahí! Noticias que importan! #RenunciaPiñeraCuliao #toquedequeda #ChileDesperto #EvasionMasivaTodoElDia",118450757,0,0,1,0,0,1185758045881753600,"2019-10-20T03:22:03.000Z",14071538,"No Error",0.47323486,0.21902075,0.48627716,0.022163315,"Chile",NA,NA,2019-10-20
