"id_obs","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date"
53664,FALSE,"es",1298984294304509952,"retweeted","Celaá habla de que puede darse el caso para que los padres se acojan a permisos retribuidos si tienen que quedarse en casa con los niños.Calviño ha dicho al segundo que esa medida no se contempla. Que bochorno, joder! Que bofetones ganados #GobiernoDePayasos #GobiernoDeLaMentira",1857618006,2,0,1,0,0,1298984294304509952,"2020-08-27T14:02:44.000Z",NA,"No Error",0.5140397,0.16960317,0.5678696,0.009126588,"Argentina",NA,NA,2020-08-27
61643,FALSE,"es",1299279143838912512,"retweeted","@MonederoJC Tu si que nos produces un profundo bochorno, comunista!! #COVID19 #GobiernoDePayasos #GobiernoCriminal #GobiernoDeLaMentira",1261339932813123584,0,0,0,0,0,1299479695591964672,"2020-08-28T22:51:17.000Z",108670198,"No Error",0.5532103,0.2281948,0.6306599,0.012492486,"Argentina",NA,NA,2020-08-28
61097,FALSE,"es",1299412835282321408,"retweeted","@ZurdoParasito @oneguesh @alexisferrari11 @ElPresto2Ok Dejalo!! La abstinencia de la cuarentena de su #GobiernoDePayasos lo tiene mal",210879082,0,1,0,0,0,1299430966658830336,"2020-08-28T19:37:39.000Z",1249001347334234112,"No Error",0.5024724,0.05832097,0.5723624,0.009281937,"Argentina",NA,NA,2020-08-28
64068,FALSE,"es",1299824921636470784,"retweeted","@Paty0303456 @ElpapadePopy Ya no da más ,fabrican miedo, muertos y billetes #GobiernoDeCorruptos #GobiernoDePayasos  les doy el tiempo hasta qe se le muere un voluntario de vacunacion trucha y ahí se descubre la siniestra causa de no Gobierno",945841730,2,0,0,0,0,1300043320236875776,"2020-08-30T12:10:55.000Z",1299787593303891968,"No Error",0.5140397,0.3494667,0.5739874,0.34804323,"Argentina",NA,NA,2020-08-30
550857,FALSE,"es",1295447997719945216,"retweeted","#YoNoMarcho Verdaderamente es increíble que cachavacha borracha convoque a los jiles a ir a contagiarse y la tipa no se baja del auto....... Son tan estúpidos. Pero nos ponen en riesgo a todos. #QuedateEnCasa así esto termina lo antes posible salimos todos.",1285734786221449216,0,0,0,0,0,1295447997719945216,"2020-08-17T19:50:45.000Z",NA,"No Error",0.51869136,0.16960317,0.62169385,0.048158366,"Argentina",NA,NA,2020-08-17
33038,FALSE,"es",1295111442069196800,"retweeted","@Diegofarok1 Pero se molestan cuando hablamos de #Infectadura  #GobiernoDePayasos",1165753632551243776,0,0,0,0,0,1295139873129746432,"2020-08-16T23:26:22.000Z",139797633,"No Error",0.51869136,0.101760045,0.6051471,0.0091524795,"Argentina",NA,NA,2020-08-16
535438,FALSE,"es",1295427268639154176,"retweeted","#YoNoMarcho contra la cuarentena marchó contra el gobierno más corrupto de la historia argentina y para que vayan presos y dejen de destruir está República ineptos",4342835937,0,0,1,0,0,1295427268639154176,"2020-08-17T18:28:23.000Z",NA,"No Error",0.45090583,0.02373986,0.5423875,0.032695748,"Argentina",NA,NA,2020-08-17
24580,FALSE,"es",1295088478582181888,"retweeted","Berni con covid, no está rompiendo la cuarentena? #GobiernoDePayasos",1212014079419617280,0,0,0,0,0,1295088478582181888,"2020-08-16T20:02:09.000Z",NA,"No Error",0.50759226,0.024819711,0.5935568,0.008556974,"Argentina",NA,NA,2020-08-16
438513,FALSE,"es",1296258907426390016,"retweeted","No al #GobiernoDeInútiles  #26ATodosAlCongreso",1240036398415122432,0,0,1,0,0,1296258907426390016,"2020-08-20T01:33:01.000Z",NA,"No Error",0.4269174,0.023076924,0.5130944,0.008738215,"Argentina",NA,NA,2020-08-20
36189,FALSE,"es",1295050375331024896,"retweeted","@_Trompeta @soyingridbeck Una proaborto festejando el #diadelnino2020 bailando por los muertos bien acorde.#GobiernoDePayasos",935218449801981952,0,0,0,0,0,1295178432746344448,"2020-08-17T01:59:36.000Z",1243607143028273152,"No Error",0.51980776,0.16960317,0.5935568,0.023371955,"Argentina",NA,NA,2020-08-17
